"TIA","Albania","AV INTERNATIONAL-A/AV INTERNATIONAL/","1","3.35834","**Perflight Fees are not included.  HOOK-UP FEE: 10** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Hours of Operation: From 07:00 to 23:00 Monday to Sunday (Except holidays) & On call 24 /7 2) Ramps serviced: All ramps. 3) Additional Information: Below fees may apply: Refuelling outside Operating schedule time Refuelling on Official Bank Holiday Refuelling below 1.000 Liter No fuel charge (In case no refuel outside operating hours request or in case the operators goes underwing to the operator request) Refuelling with passengers during embarking, disembarking, on board. Excise and Carbon Tax VAT for Domestic flights. For more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-Dec-25"
"LIH","United States","ATLANTIC AVIATION-A/AIR SERVICE HAWAII INC DBA ATLANTIC AVIATION KAUAI/","301","6.52163"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LIH","United States","ATLANTIC AVIATION-A/AIR SERVICE HAWAII INC DBA ATLANTIC AVIATION KAUAI/","601","6.22844"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LIH","United States","ATLANTIC AVIATION-A/AIR SERVICE HAWAII INC DBA ATLANTIC AVIATION KAUAI/","901","5.92478"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LIH","United States","ATLANTIC AVIATION-A/AIR SERVICE HAWAII INC DBA ATLANTIC AVIATION KAUAI/","1201","5.63158"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LIH","United States","ATLANTIC AVIATION-A/AIR SERVICE HAWAII INC DBA ATLANTIC AVIATION KAUAI/","1501","5.32792"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LIH","United States","ATLANTIC AVIATION-A/AIR SERVICE HAWAII INC DBA ATLANTIC AVIATION KAUAI/","3001","5.02425"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LIH","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK","1","6.62422"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own Ramp 3) Additional Information: Jet-A Full service available 4) Operating Hours: 0700L-2300L Daily / Call out available on request, please contact FBO for details For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIH","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK","2000","6.50904"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own Ramp 3) Additional Information: Jet-A Full service available 4) Operating Hours: 0700L-2300L Daily / Call out available on request, please contact FBO for details For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIH","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK","3000","6.45668"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own Ramp 3) Additional Information: Jet-A Full service available 4) Operating Hours: 0700L-2300L Daily / Call out available on request, please contact FBO for details For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIH","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK","4000","6.40432"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own Ramp 3) Additional Information: Jet-A Full service available 4) Operating Hours: 0700L-2300L Daily / Call out available on request, please contact FBO for details For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIH","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK","5000","6.35197"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own Ramp 3) Additional Information: Jet-A Full service available 4) Operating Hours: 0700L-2300L Daily / Call out available on request, please contact FBO for details For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIT","United States","ATLANTIC AVIATION-A/EASTERN AVIATION FUELS INC DBA TITAN AVIATION FUELS/","1","7.26902"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: One hour notice 2) Ramps serviced: Everywhere except the Tac Air And Central Ramp 3) Additional Information: Jet-A full Service, Prist and 100LL available 4) Operating Hours: Mon-Sun: 0500-2200L / On-call services with prior arrangements For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LIT","United States","ATLANTIC AVIATION-A/EASTERN AVIATION FUELS INC DBA TITAN AVIATION FUELS/","101","7.18212"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: One hour notice 2) Ramps serviced: Everywhere except the Tac Air And Central Ramp 3) Additional Information: Jet-A full Service, Prist and 100LL available 4) Operating Hours: Mon-Sun: 0500-2200L / On-call services with prior arrangements For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LIT","United States","ATLANTIC AVIATION-A/EASTERN AVIATION FUELS INC DBA TITAN AVIATION FUELS/","201","7.10608"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: One hour notice 2) Ramps serviced: Everywhere except the Tac Air And Central Ramp 3) Additional Information: Jet-A full Service, Prist and 100LL available 4) Operating Hours: Mon-Sun: 0500-2200L / On-call services with prior arrangements For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LIT","United States","ATLANTIC AVIATION-A/EASTERN AVIATION FUELS INC DBA TITAN AVIATION FUELS/","301","7.01918"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: One hour notice 2) Ramps serviced: Everywhere except the Tac Air And Central Ramp 3) Additional Information: Jet-A full Service, Prist and 100LL available 4) Operating Hours: Mon-Sun: 0500-2200L / On-call services with prior arrangements For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LIT","United States","ATLANTIC AVIATION-A/EASTERN AVIATION FUELS INC DBA TITAN AVIATION FUELS/","401","6.93228"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: One hour notice 2) Ramps serviced: Everywhere except the Tac Air And Central Ramp 3) Additional Information: Jet-A full Service, Prist and 100LL available 4) Operating Hours: Mon-Sun: 0500-2200L / On-call services with prior arrangements For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LIT","United States","ATLANTIC AVIATION-A/EASTERN AVIATION FUELS INC DBA TITAN AVIATION FUELS/","501","6.85624"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: One hour notice 2) Ramps serviced: Everywhere except the Tac Air And Central Ramp 3) Additional Information: Jet-A full Service, Prist and 100LL available 4) Operating Hours: Mon-Sun: 0500-2200L / On-call services with prior arrangements For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LIT","United States","SIGNATURE FLIGHT SUPPORT-A/TRUMAN ARNOLD COMPANIES/","1","5.64127"," **Price for fuel item: JET FUEL**","FORMERLY KNOWN AS TAC AIR 1) Minimum Notice Required: None 2) Ramps serviced: All Ramps except Lynx FBO & Dassault Falcon's Ramp 3) Additional Information: Jet-A, Prist & 100LL available / UNICOM130.4 4) Operating Hours: 24 hours a day / 7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIT","United States","SIGNATURE FLIGHT SUPPORT-A/TRUMAN ARNOLD COMPANIES/","301","5.43815"," **Price for fuel item: JET FUEL**","FORMERLY KNOWN AS TAC AIR 1) Minimum Notice Required: None 2) Ramps serviced: All Ramps except Lynx FBO & Dassault Falcon's Ramp 3) Additional Information: Jet-A, Prist & 100LL available / UNICOM130.4 4) Operating Hours: 24 hours a day / 7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIT","United States","SIGNATURE FLIGHT SUPPORT-A/TRUMAN ARNOLD COMPANIES/","1201","5.27521"," **Price for fuel item: JET FUEL**","FORMERLY KNOWN AS TAC AIR 1) Minimum Notice Required: None 2) Ramps serviced: All Ramps except Lynx FBO & Dassault Falcon's Ramp 3) Additional Information: Jet-A, Prist & 100LL available / UNICOM130.4 4) Operating Hours: 24 hours a day / 7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIT","United States","SIGNATURE FLIGHT SUPPORT-A/TRUMAN ARNOLD COMPANIES/","5001","4.731"," **Price for fuel item: JET FUEL**","FORMERLY KNOWN AS TAC AIR 1) Minimum Notice Required: None 2) Ramps serviced: All Ramps except Lynx FBO & Dassault Falcon's Ramp 3) Additional Information: Jet-A, Prist & 100LL available / UNICOM130.4 4) Operating Hours: 24 hours a day / 7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LIT","United States","SIGNATURE FLIGHT SUPPORT-A/TRUMAN ARNOLD COMPANIES/","10001","4.731"," **Price for fuel item: JET FUEL**","FORMERLY KNOWN AS TAC AIR 1) Minimum Notice Required: None 2) Ramps serviced: All Ramps except Lynx FBO & Dassault Falcon's Ramp 3) Additional Information: Jet-A, Prist & 100LL available / UNICOM130.4 4) Operating Hours: 24 hours a day / 7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-Dec-25"
"LJN","United States","TEXAS GULF COAST REGIONAL AIRPORT-A/AVFUEL CORP/","1","4.14206"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: No 2) Ramps serviced: Own ramp 3) Additional Information: UNICOM 123.00 4) Operating Hours: Monday-Friday 0630-1830L....Saturday & Sunday 0800-1830L....24-hour self fueler for 100LL ....After Hours Service available with advanced notice, call for pricing. For more information, please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LJN","United States","TEXAS GULF COAST REGIONAL AIRPORT-A/AVFUEL CORP/","201","4.09206"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: No 2) Ramps serviced: Own ramp 3) Additional Information: UNICOM 123.00 4) Operating Hours: Monday-Friday 0630-1830L....Saturday & Sunday 0800-1830L....24-hour self fueler for 100LL ....After Hours Service available with advanced notice, call for pricing. For more information, please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LJN","United States","TEXAS GULF COAST REGIONAL AIRPORT-A/AVFUEL CORP/","400","3.99206"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: No 2) Ramps serviced: Own ramp 3) Additional Information: UNICOM 123.00 4) Operating Hours: Monday-Friday 0630-1830L....Saturday & Sunday 0800-1830L....24-hour self fueler for 100LL ....After Hours Service available with advanced notice, call for pricing. For more information, please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"LMT","United States","CENTURY AVIATION SERVICES-A/AVFUEL CORP/","1","6.20499"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp 3) Operating Hours: 0700-1730L 7 Days a week 4) Additional Information: Prist & Avgas are available. After hours service is also available, call GFL for more information. For more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNK","United States","DUNCAN AVIATION-A/AVFUEL CORP/TRUCK","1","5.28254"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: 1 hour in advance notice 2) Ramps serviced: All ramps except Silverhawk's ramp 3) Additional Information: Jet-A and 100LL available. / UNICOM128.95 4) Operating Hours: 24 hours, 365 days a year For more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNK","United States","DUNCAN AVIATION-A/AVFUEL CORP/TRUCK","401","5.23254"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: 1 hour in advance notice 2) Ramps serviced: All ramps except Silverhawk's ramp 3) Additional Information: Jet-A and 100LL available. / UNICOM128.95 4) Operating Hours: 24 hours, 365 days a year For more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNK","United States","DUNCAN AVIATION-A/AVFUEL CORP/TRUCK","801","5.13254"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: 1 hour in advance notice 2) Ramps serviced: All ramps except Silverhawk's ramp 3) Additional Information: Jet-A and 100LL available. / UNICOM128.95 4) Operating Hours: 24 hours, 365 days a year For more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNK","United States","DUNCAN AVIATION-A/AVFUEL CORP/TRUCK","1201","5.03254"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: 1 hour in advance notice 2) Ramps serviced: All ramps except Silverhawk's ramp 3) Additional Information: Jet-A and 100LL available. / UNICOM128.95 4) Operating Hours: 24 hours, 365 days a year For more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNK","United States","ATLANTIC AVIATION-A/ROSS AVIATION INVESTMENT, LLC SDL SERIES DBA LNK NE HOLDINGS, LLC/","1","6.37517"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LNK","United States","ATLANTIC AVIATION-A/ROSS AVIATION INVESTMENT, LLC SDL SERIES DBA LNK NE HOLDINGS, LLC/","201","6.20517"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LNK","United States","ATLANTIC AVIATION-A/ROSS AVIATION INVESTMENT, LLC SDL SERIES DBA LNK NE HOLDINGS, LLC/","401","6.04517"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LNK","United States","ATLANTIC AVIATION-A/ROSS AVIATION INVESTMENT, LLC SDL SERIES DBA LNK NE HOLDINGS, LLC/","601","5.87517"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LNK","United States","ATLANTIC AVIATION-A/ROSS AVIATION INVESTMENT, LLC SDL SERIES DBA LNK NE HOLDINGS, LLC/","801","5.70517"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LNK","United States","ATLANTIC AVIATION-A/ROSS AVIATION INVESTMENT, LLC SDL SERIES DBA LNK NE HOLDINGS, LLC/","1001","5.53517"," **Price for fuel item: JET FUEL**","N/A","16-Dec-25"
"LNN","United States","CLASSIC JET CENTER-A/AVFUEL CORP/","1","5.2168"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:No 2) Ramps serviced:ALL Ramps 3) Additional Information: UNICOM 122.725 // Avgas is available 4) Operating Hours: Full Service 0700 to 2100 daily Monday Thru Sunday. Self Serve is 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNN","United States","CLASSIC JET CENTER-A/AVFUEL CORP/","251","5.1098"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:No 2) Ramps serviced:ALL Ramps 3) Additional Information: UNICOM 122.725 // Avgas is available 4) Operating Hours: Full Service 0700 to 2100 daily Monday Thru Sunday. Self Serve is 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNN","United States","CLASSIC JET CENTER-A/AVFUEL CORP/","501","5.0028"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:No 2) Ramps serviced:ALL Ramps 3) Additional Information: UNICOM 122.725 // Avgas is available 4) Operating Hours: Full Service 0700 to 2100 daily Monday Thru Sunday. Self Serve is 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNN","United States","CLASSIC JET CENTER-A/AVFUEL CORP/","1001","4.8958"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:No 2) Ramps serviced:ALL Ramps 3) Additional Information: UNICOM 122.725 // Avgas is available 4) Operating Hours: Full Service 0700 to 2100 daily Monday Thru Sunday. Self Serve is 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNS","United States","LNS ALLIANCE AVIATION-A/AVFUEL CORP/","1","5.39221"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:See Below 2) Ramps serviced: East and West ramps 3) Additional Information: UNICOM 122.95 Jet-A, Avgas is available 4/8/2024. 4) Operating Hours: 7 a.m. to 8 p.m.Daily ...Unicom monitored by Customer Service (Mon-Sat 8am - 6 pm) (Sunday 10 am - 4 pm) After hours service available with advanced notice 5) GFL Specific Notes: for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNS","United States","LNS ALLIANCE AVIATION-A/AVFUEL CORP/","250","5.29221"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:See Below 2) Ramps serviced: East and West ramps 3) Additional Information: UNICOM 122.95 Jet-A, Avgas is available 4/8/2024. 4) Operating Hours: 7 a.m. to 8 p.m.Daily ...Unicom monitored by Customer Service (Mon-Sat 8am - 6 pm) (Sunday 10 am - 4 pm) After hours service available with advanced notice 5) GFL Specific Notes: for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"LNS","United States","LNS ALLIANCE AVIATION-A/AVFUEL CORP/","500","4.99221"," **Price for fuel item: JET FUEL**","1) Minimum Notice Required:See Below 2) Ramps serviced: East and West ramps 3) Additional Information: UNICOM 122.95 Jet-A, Avgas is available 4/8/2024. 4) Operating Hours: 7 a.m. to 8 p.m.Daily ...Unicom monitored by Customer Service (Mon-Sat 8am - 6 pm) (Sunday 10 am - 4 pm) After hours service available with advanced notice 5) GFL Specific Notes: for more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
