IATA,ICAO,ST/CO,CITY,FUELER,EFFECTIVE DATE,EXPIREDT,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
CWC,UKLN,UA,CHERNIVTSI,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. $945 USD TRUCK FEE PER SERVICE. LATE CANCELLATIONS WILL INCUR REFUEL / TRUCK FEE REGARDLESS OF UPLIFT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
RWN,UKLR,UA,RIVNE,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. $630 USD TRUCK FEE PER SERVICE. LATE CANCELLATIONS WILL INCUR REFUEL / TRUCK FEE REGARDLESS OF UPLIFT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
UDJ,UKLU,UA,UZHGOROD,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. Small uplift fee: 25 USD for refueling less than 1000k. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KHE,UKOH,UA,KHERSON,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. 945 USD TRUCK FEE PER SERVICE. LATE CANCELLATIONS WILL INCUR REFUEL / TRUCK FEE REGARDLESS OF UPLIFT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
NLV,UKON,UA,MYKOLAIV,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"48 HOUR NOTICE REQUIRED. A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. 40 EURO PER HOUR REFUELING SERVICE ADDT'L. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
ODS,UKOO,UA,ODESSA,BALTIC GROUND SERVICES,12/8/2025,12/14/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
VIN,UKWW,UA,VINNYTSIA,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. $555 USD TRUCK FEE PER SERVICE. LATE CANCELLATIONS WILL INCUR REFUEL / TRUCK FEE REGARDLESS OF UPLIFT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
ASB,UTAA,TM,ASHGABAT,RUSAERO - TECH STOP,12/1/2025,12/31/2025,Corporate,2.798912,1,99999,2.798912,"TS-1 FUEL. TECH STOP FUELINGS ONLY.  160 USD/FLIGHT UPLIFT FEE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT.  AN ADDITIONAL CHARGE OF 50 EUR/57 USD WILL APPLY IF THE UPLIFT DOES NOT EXCEED 1.5 METRIC TONS AND NO GROUND HANDLING IS REQUESTED. ",Yes
ASB,UTAA,TM,ASHGABAT,SBA HANDLER,12/1/2025,12/31/2025,Corporate,3.134260,1,99999,3.134260,"TS-1 FUEL. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 160 USD/FLIGHT UPLIFT FEE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT.  AN ADDITIONAL CHARGE OF 50 EUR/57 USD WILL APPLY IF THE UPLIFT DOES NOT EXCEED 1.5 METRIC TONS AND NO GROUND HANDLING IS REQUESTED. ",Yes
KRW,UTAK,TM,Turkmenbashi,SBA HANDLER,12/1/2025,12/31/2025,Corporate,2.629728,1,99999,2.629728,"24HR NOTICE FOR WEEKDAY FUELINGS` AND 72HR NOTICE FOR WEEKEND FUELINGS. *GROUND HANDLING MUST BE ARRANGED WITH SBA FLIGHT SUPPORT IN ORDER TO ARRANGE REFUELING. $60 HOOKUP FEE PER FLIGHT AND 50 EURO LOW UPLIFT FEE FOR < 2.5 MT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
KRW,UTAK,TM,Turkmenbashi,TURKMENBASHI AIRPORT AUTHORITY,12/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"INTO-PLANE FEE OF 30 USD/MTN INCLUDED IN GROUND HANDLING INVOICE. COMMERCIAL LANDINGS, PASSENGER OR CARGO OPERATIONS INCUR HIGHER PRICING.

DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
MYP,UTAM,TM,MARY,RUSAERO - TECH STOP,12/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"TECH STOP FUELINGS ONLY. 50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT.
UTAM/MYP Fuel coordination is 100 USD per flight. ",Yes
MYP,UTAM,TM,MARY,SBA HANDLER,12/1/2025,12/31/2025,Corporate,3.079879,1,99999,3.079879,"50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. UTAM/MYP Fuel coordination is 100 USD per flight. ",Yes
CRZ,UTAV,TM,TURKMENABAT,SBA HANDLER,12/1/2025,12/31/2025,Corporate,CALL,1,999999,CALL,"- UTAV/CRZ fuel supply fee is 60 USD/uplift.UTAV/CRZ a refueling must be arranged with handling.
- An additional charge of 50 EUR/60 USD will apply if uplift does not exceed 2,5 MT and no GH requested. 
- IM fluid/Fuel system icing inhibitors - 12 EURO/KG or 15 USD/KG if were added. 
- Please note that we are not able to guarantee above offer in those cases when domestic route was changed
   for international route without preliminary notification. The price difference could be significant.
-hookup fee 30usd/mt

Thank you!

DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
CRZ,UTAV,TM,TURKMENABAT,SBA HANDLER - TECH STOP,12/1/2025,12/31/2025,Corporate,CALL,1,999999,CALL,"- UTAV/CRZ fuel supply fee is 60 USD/uplift.UTAV/CRZ a refueling must be arranged with handling.
- An additional charge of 50 EUR/60 USD will apply if uplift does not exceed 2,5 MT and no GH requested. 
- IM fluid/Fuel system icing inhibitors - 12 EURO/KG or 15 USD/KG if were added. 
- Please note that we are not able to guarantee above offer in those cases when domestic route was changed
   for international route without preliminary notification. The price difference could be significant.
-hookup fee 30usd/mt

Thank you!

DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
DYU,UTDD,TJ,DUSHANBE,SBA HANDLER,12/1/2025,12/31/2025,Corporate,5.977160,1,99999,5.977160,"TS1 FUEL ONLY. $20 HOOKUP FEE. 50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
DYU,UTDD,TJ,DUSHANBE,TZK OJSC DUSHANBE,3/4/2025,12/31/2025,Corporate,5.577644,331,33099669,5.704532,"TS1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLIGHTS. INTERNAL FLIGHTS INCUR 18% VAT. REGULAR FLIGHTS INCCUR AN ADDITIONAL 30USD/MT ITP FEE. CHARTER FLIGHTS INCCUR AN ADDITIONAL 42USD/MT ITP FEE. PRICE IS SUBJECT TO CHANGE AT ANY TIME.

DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
TJU,UTDK,TJ,Kulyab,SBA HANDLER,12/1/2025,12/31/2025,Corporate,5.977160,1,999999,5.977160, ,No
LBD,UTDL,TJ,KHUDZHAND,SBA HANDLER,12/1/2025,12/31/2025,Corporate,5.977160,1,99999,5.977160,"50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA. PROVISION OF DECLARING PROCEDURE FEE 75 EURO PER FLIGHT (90 USD PER FLIGHT)
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
AZN,UZFA,UZ,ANDIZHAN,SBA HANDLER,10/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA. PROVISION OF DECLARING PROCEDURE FEE 75 EURO PER FLIGHT (90 USD PER FLIGHT)
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
FEG,UZFF,UZ,FERGANA,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,3.986224,1,99999,4.098006,F0R BIZJETS WITH MTOW LESS 50T.FUEL SERVICE FEE 40 USD/MT MAY APPLY. ,Yes
NMA,UZFN,UZ,NAMANGAN,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"F0R BIZJETS WITH MTOW LESS 50T.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
UGC,UZNU,UZ,URGENCH,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,3.986224,1,99999,4.098006,"F0R BIZJETS WITH MTOW LESS 50T. FUEL AVAILABLE UP TO 3 TONES.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
NVI,UZSA,UZ,NAVOI,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,3.986224,1,99999,4.098006,"F0R BIZJETS WITH MTOW LESS 50T.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
BHK,UZSB,UZ,BUKHARA,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,3.986224,1,99999,4.098006, ,Yes
KSQ,UZSK,UZ,KARSHI,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,3.986224,1,99999,4.098006,"Only TS1 Fuel without additives.
F0R BIZJETS WITH MTOW LESS 50T. ",Yes
SKD,UZSS,UZ,SAMARKAND,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,4.862356,1,99999,4.974139,"F0R BIZJETS WITH MTOW LESS 50T. FUEL SERVICE FEE 40 USD/MT MAY APPLY.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
TMJ,UZST,UZ,TERMEZ,AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,3.986224,1,99999,4.098006,"DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
TMJ,UZST,UZ,TERMEZ,SBA HANDLER,12/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA. PROVISION OF DECLARING PROCEDURE FEE 75 EURO PER FLIGHT (90 USD PER FLIGHT)
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",Yes
TVT,UZTP,UZ,"Tashkent, UZBEKISTAN",AIRPORT AUTHORITY,12/3/2025,12/31/2025,Corporate,4.097281,1,999999,4.097281,GOVERNMENTAL / BUSINESS FLIGHTS ONLY. ,No
TAS,UZTT,UZ,TASHKENT,AIRPORT AUTHORITY - GA,12/3/2025,12/31/2025,Corporate,4.046647,331,33099669,4.046647,TS -1 FUEL. PRICE APPLICABLE FOR BUSINESS / CORPORATE OR SINGLE PAX CHARTERS. QUALIFIER: F0R BIZJETS WITH MTOW LESS 50T. ,No
AMD,VAAH,IN,AHMEDABAD,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.508534,1,99999,3.683961,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. MILITARY FLIGHTS INCUR 38% LOCAL CHARGE & CIVILIAN FLIGHTS INCUR 5% VAT. ,No
AMD,VAAH,IN,AHMEDABAD,INDIAN OIL CORPORATION,12/1/2025,12/31/2025,Corporate,2.449369,1,99999,2.598469,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCL CHARGE  AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
AMD,VAAH,IN,AHMEDABAD,RELIANCE INDUSTRIES LTD. (RIL),12/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING. ",Yes
IXU,VAAU,IN,MAHARASHTRA,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.872957,1,99999,4.066605,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
BOM,VABB,IN,MUMBAI,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.585106,1,99999,4.230425,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. FOR DEFENCE 30% VAT. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,Yes
BOM,VABB,IN,MUMBAI,INDIAN OIL CORPORATION,12/1/2025,12/31/2025,Corporate,2.419369,1,99999,2.554874,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
BHJ,VABJ,IN,GUJARAT,INDIAN OIL CORPORATION,12/1/2025,12/31/2025,Corporate,3.891861,1,99999,4.086455,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
BDQ,VABO,IN,VADODARA,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.782879,1,99999,3.972023,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME.MILITARY FLIGHTS INCUR 30% LOCAL CHARGE & CIVILIAN FLIGHTS INCUR 5% VAT. ,No
BHO,VABP,IN,MADHYA PRADESH,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.672241,1,99999,4.590302,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
NMB,VADN,IN,DAMAN AND DIU,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.872952,1,99999,3.989140,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
AGD,VAGD,IN,Gondia Birsi,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,4.012088,1,999999,4.212693, ,No
HS*,VAHS,IN,Rajkot,INDIAN OIL - DOMESTIC FLIGHT,12/1/2025,12/31/2025,Corporate,3.718893,1,999999,3.904838,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
